审计ID,模块,业务域,变更类型,迁移前路径,迁移后路径,Git状态,新增行,删除行,规范化代码相似度,依赖替换/Import变化,Android行为审计,平台边界,序列化/数据库影响,静态证据,风险,建议,验证状态,人工结论
CMP-0565,composeApp,设置与DataStore,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/data/datastore/IosSettingsDataStore.kt,A,24,0,—,"imports: — → androidx.datastore.core,androidx.datastore.preferences,kotlinx.cinterop.ExperimentalForeignApi,kotlinx.coroutines.CoroutineScope",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,DataStore兼容,git=A; blob —→7d61974edb79; sha256 —→2341f6630d2b,高,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待迁移前后行为验证,待审核
CMP-0566,composeApp,数据库与持久化,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/data/db/IosAppDatabase.kt,A,33,0,—,"imports: — → androidx.room3.Room,androidx.sqlite.driver,kotlinx.cinterop.ExperimentalForeignApi,me.rerere.rikkahub",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,数据库/迁移,git=A; blob —→641527be92b1; sha256 —→df14605a2ff8,高,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待迁移前后行为验证,待审核
CMP-0567,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/ApplicationLifecycle.ios.kt,A,7,0,—,imports: — → platform.posix.exit,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→6762cf6b8cc5; sha256 —→d0108116bb65,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0568,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosBonjourServiceRegistrar.kt,A,51,0,—,"imports: — → kotlinx.coroutines.Dispatchers,kotlinx.coroutines.withContext,platform.Foundation.NSNetService",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,无直接持久化标记,git=A; blob —→13556feb7cbf; sha256 —→fe3e83530479,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0569,composeApp,文件与图片,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosCharacterCardMetadataReader.kt,A,89,0,—,无可见 import 变化,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→93ab9e0a254e; sha256 —→dc426bc19b6e,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0570,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosChatNotificationManager.kt,A,65,0,—,"imports: — → kotlinx.coroutines.CoroutineScope,kotlinx.coroutines.flow,me.rerere.rikkahub,platform.Foundation.NSNotificationCenter",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→2e1355a8cef6; sha256 —→ae771c7317e5,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0571,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosExternalUriOpener.kt,A,11,0,—,"imports: — → platform.Foundation.NSURL,platform.UIKit.UIApplication",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,无直接持久化标记,git=A; blob —→2ba49b856da3; sha256 —→051fd76053ee,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0572,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosFirebaseMonitoring.kt,A,68,0,—,"imports: — → platform.Foundation.NSBundle,platform.Foundation.NSError,platform.Foundation.NSLocalizedDescriptionKey,swiftPMImport.rikkahub.composeApp",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；SwiftPM的Objective-C导出API，可由Kotlin/Native直接调用,无直接持久化标记,git=A; blob —→37125784bd9a; sha256 —→23342c29e797,低,保留 Kotlin/Native 直接调用 Firebase Objective-C API；验证缺少 plist 时安全禁用,待人工确认静态结论,待审核
CMP-0573,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosFloatingWindow.kt,A,14,0,—,imports: — → androidx.compose.runtime,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→0a4fe7d37104; sha256 —→557bd37309aa,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0574,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosGifDecoding.kt,A,7,0,—,imports: — → coil3.ComponentRegistry,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→aecd2c2644e4; sha256 —→830d29c78743,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0575,composeApp,文件与图片,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosImageCropper.kt,A,17,0,—,imports: — → androidx.compose.runtime,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→d28475f4b1ec; sha256 —→1edb7101e7d2,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0576,composeApp,MCP与OAuth,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosOAuthCallbackSession.kt,A,81,0,—,"imports: — → kotlin.coroutines.resume,kotlin.coroutines.resumeWithException,kotlinx.coroutines.Dispatchers,kotlinx.coroutines.suspendCancellableCoroutine",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,无直接持久化标记,git=A; blob —→3c8fedea5a54; sha256 —→cce626a7cc4e,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0577,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosQrCodeRenderer.kt,A,61,0,—,"imports: — → kotlinx.cinterop.BetaInteropApi,kotlinx.cinterop.ExperimentalForeignApi,kotlinx.cinterop.addressOf,kotlinx.cinterop.useContents",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→cf32c5965dc4; sha256 —→15d49bd5e8aa,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0578,composeApp,文件与图片,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosQrImageDecoder.kt,A,4,0,—,无可见 import 变化,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→4bd552fc9928; sha256 —→a9949793928d,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0579,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosTextSharer.kt,A,37,0,—,"imports: — → androidx.compose.runtime,kotlinx.cinterop.ExperimentalForeignApi,platform.UIKit.UIActivityViewController,platform.UIKit.UIApplication",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→ee1a6433d1b8; sha256 —→177eae150777,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0580,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosUserNotificationPresenter.kt,A,99,0,—,"imports: — → kotlin.uuid.Uuid,platform.Foundation.NSBundle,platform.UserNotifications.UNAuthorizationStatusAuthorized,platform.UserNotifications.UNAuthorizationStatusEphemeral",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,无直接持久化标记,git=A; blob —→93a731d2a989; sha256 —→424551ef9266,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0581,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/PlatformBackHandler.ios.kt,A,9,0,—,imports: — → androidx.compose.runtime,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→bf12c0af9070; sha256 —→82fd818272fb,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0582,composeApp,文件与图片,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/PlatformFileSharing.ios.kt,A,9,0,—,imports: — → io.github.vinceglb,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→d3d289699886; sha256 —→6ff7da87c759,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0583,composeApp,应用壳与导航,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/shared/MainViewController.kt,A,60,0,—,"imports: — → androidx.compose.runtime,androidx.compose.ui,io.github.vinceglb,me.rerere.rikkahub",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,DataStore兼容,git=A; blob —→f3f28b4855cb; sha256 —→ed115c748562,高,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待迁移前后行为验证,待审核
CMP-0584,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/shared/Platform.ios.kt,A,3,0,—,无可见 import 变化,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→d620a0922bee; sha256 —→2ec1f9aa6735,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0585,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/shared/PlatformBuildInfo.ios.kt,A,18,0,—,"imports: — → kotlin.experimental.ExperimentalNativeApi,kotlin.native.Platform,platform.Foundation.NSBundle,platform.Foundation.NSProcessInfo",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,无直接持久化标记,git=A; blob —→e05345788d11; sha256 —→5a8b1c3e69b7,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0586,composeApp,共享UI,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/components/ui/IosAutoAIIcon.kt,A,28,0,—,"imports: — → androidx.compose.foundation,androidx.compose.material3,androidx.compose.runtime,androidx.compose.ui",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→a50800d0c72b; sha256 —→675807fa2060,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0587,composeApp,共享UI,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/IosPermission.kt,A,23,0,—,"imports: — → androidx.compose.material3,androidx.compose.runtime",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→3b14fef9a8cc; sha256 —→3840343b47ed,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0588,composeApp,主题,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/hooks/ColorMode.ios.kt,A,15,0,—,imports: — → androidx.compose.runtime,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→aafdcea68b0e; sha256 —→80edae318020,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0589,composeApp,助手,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/pages/assistant/detail/AssistantLocalToolPlatform.ios.kt,A,17,0,—,"imports: — → androidx.compose.runtime,me.rerere.rikkahub",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→1529d805a9e0; sha256 —→37553d0c67b5,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0590,composeApp,主题,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/theme/PlatformTheme.ios.kt,A,10,0,—,"imports: — → androidx.compose.material3,androidx.compose.runtime",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,无直接持久化标记,git=A; blob —→1311ba86782c; sha256 —→df3cadc77d69,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0591,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/utils/SharedUiFormatter.ios.kt,A,60,0,—,"imports: — → kotlin.math.absoluteValue,kotlin.math.roundToLong,kotlin.time.Instant,kotlinx.datetime.TimeZone",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain；actual实现,时间表示,git=A; blob —→66c0e72a0b19; sha256 —→30f8b75c4045,中,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0592,composeApp,通用业务,新增实现/资源,—,composeApp/src/iosMain/kotlin/me/rerere/rikkahub/web/IosWebServerRuntime.kt,A,9,0,—,imports: — → kotlinx.coroutines.CoroutineScope,新增/调整非 Android 平台实现；检查是否改变共享调用顺序,iosMain,无直接持久化标记,git=A; blob —→82a0606ec422; sha256 —→33ed75369955,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0593,composeApp,设置与DataStore,新增实现/资源,—,composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/data/datastore/JvmSettingsDataStore.kt,A,16,0,—,"imports: — → androidx.datastore.core,androidx.datastore.preferences,java.io.File,kotlinx.coroutines.CoroutineScope",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,jvmMain,DataStore兼容,git=A; blob —→551474bd91e7; sha256 —→e64b33834266,高,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待迁移前后行为验证,待审核
CMP-0594,composeApp,数据库与持久化,新增实现/资源,—,composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/data/db/JvmAppDatabase.kt,A,23,0,—,"imports: — → androidx.room3.Room,androidx.sqlite.driver,java.io.File,me.rerere.rikkahub",新增/调整非 Android 平台实现；检查是否改变共享调用顺序,jvmMain,数据库/迁移,git=A; blob —→8dcb45852545; sha256 —→cf9c7303ee7b,高,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待迁移前后行为验证,待审核
